id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title,start_year,genres,primary_genre
19,2018-05-11,Breaking In,6000000.0,46840590.0,51411620.0,45411620.0,7.568603333333333,2018,breaking in,breaking in,2018.0,"Action,Crime,Drama",Action
33,2019-03-29,Unplanned,6000000.0,18107621.0,18107621.0,12107621.0,2.017936833333333,2019,unplanned,unplanned,2019.0,"Biography,Drama",Biography
36,2019-02-08,The Prodigy,6000000.0,14856291.0,19789712.0,13789712.0,2.2982853333333333,2019,the prodigy,the prodigy,2019.0,"Horror,Thriller",Horror
37,2018-11-30,The Possession of Hannah Grace,6000000.0,14836174.0,42785387.0,36785387.0,6.130897833333333,2018,the possession of hannah grace,the possession of hannah grace,2018.0,"Horror,Mystery,Thriller",Horror
46,2012-09-07,The Words,6000000.0,11494838.0,16369708.0,10369708.0,1.7282846666666667,2012,the words,the words,2012.0,"Drama,Mystery,Romance",Drama
53,2012-03-16,Casa de mi Padre,6000000.0,5909483.0,8446952.0,2446952.0,0.4078253333333333,2012,casa de mi padre,casa de mi padre,2012.0,"Comedy,Western",Comedy
54,2011-07-29,The Guard,6000000.0,5359774.0,21197454.0,15197454.0,2.532909,2011,the guard,the guard,2011.0,"Comedy,Crime,Thriller",Comedy
61,2014-07-18,Wish I Was Here,6000000.0,3591299.0,6591365.0,591365.0,0.09856083333333333,2014,wish i was here,wish i was here,2014.0,"Comedy,Drama",Comedy
63,2014-03-14,Veronica Mars,6000000.0,3322127.0,3485383.0,-2514617.0,-0.4191028333333333,2014,veronica mars,veronica mars,2014.0,"Crime,Drama,Mystery",Crime
70,2011-07-15,Snow Flower and the Secret Fan,6000000.0,1348205.0,11348205.0,5348205.0,0.8913675,2011,snow flower and the secret fan,snow flower and the secret fan,2011.0,"Drama,History",Drama
71,2018-09-14,Mandy,6000000.0,1214525.0,1427656.0,-4572344.0,-0.7620573333333334,2018,mandy,mandy,2018.0,"Action,Fantasy,Horror",Action
83,2012-12-07,Deadfall,6000000.0,66351.0,1673635.0,-4326365.0,-0.7210608333333334,2012,deadfall,deadfall,2012.0,"Crime,Drama,Thriller",Crime
91,2010-02-09,Icarus,6000000.0,0.0,0.0,-6000000.0,-1.0,2010,icarus,icarus,2010.0,Thriller,Thriller
95,2011-05-10,The Hit List,6000000.0,0.0,0.0,-6000000.0,-1.0,2011,the hit list,the hit list,2011.0,"Action,Thriller",Action
3,2012-10-05,Trade of Innocents,5800000.0,15091.0,15091.0,-5784909.0,-0.9973981034482758,2012,trade of innocents,trade of innocents,2012.0,"Drama,Thriller",Drama
11,2010-07-16,Standing Ovation,5600000.0,531806.0,531806.0,-5068194.0,-0.9050346428571429,2010,standing ovation,standing ovation,2010.0,Musical,Musical
12,2012-12-07,Khiladi 786,5600000.0,385422.0,14683763.0,9083763.0,1.6221005357142857,2012,khiladi 786,khiladi 786,2012.0,"Action,Comedy",Action
18,2013-09-27,Don Jon,5500000.0,24477704.0,41268579.0,35768579.0,6.503378,2013,don jon,don jon,2013.0,"Comedy,Drama,Romance",Comedy
20,2018-09-28,Hell Fest,5500000.0,11107431.0,18119231.0,12619231.0,2.2944056363636363,2018,hell fest,hell fest,2018.0,Horror,Horror
29,2011-10-21,Le Havre,5500000.0,611709.0,13480196.0,7980196.0,1.4509447272727272,2011,le havre,le havre,2011.0,"Comedy,Drama",Comedy
31,2011-07-15,Salvation Boulevard,5500000.0,28468.0,28468.0,-5471532.0,-0.994824,2011,salvation boulevard,salvation boulevard,2011.0,"Action,Comedy,Drama",Action
46,2011-04-22,Dum Maaro Dum,5200000.0,564489.0,11633427.0,6433427.0,1.2371975,2011,dum maaro dum,dum maaro dum,2011.0,"Action,Crime,Drama",Action
49,2017-02-24,Get Out,5000000.0,176040665.0,255367951.0,250367951.0,50.0735902,2017,get out,get out,2017.0,"Horror,Mystery,Thriller",Horror
51,2011-10-21,Paranormal Activity 3,5000000.0,104028807.0,207039844.0,202039844.0,40.4079688,2011,paranormal activity 3,paranormal activity 3,2011.0,"Horror,Mystery,Thriller",Horror
53,2013-09-13,Insidious Chapter 2,5000000.0,83586447.0,161921515.0,156921515.0,31.384303,2013,insidious chapter 2,insidious chapter 2,2013.0,"Horror,Mystery,Thriller",Horror
54,2016-03-11,10 Cloverfield Lane,5000000.0,72082999.0,108286422.0,103286422.0,20.6572844,2016,10 cloverfield lane,10 cloverfield lane,2016.0,"Drama,Horror,Mystery",Drama
55,2016-07-22,Lights Out,5000000.0,67268835.0,148806510.0,143806510.0,28.761302,2016,lights out,lights out,2016.0,"Drama,Horror,Mystery",Drama
55,2016-07-22,Lights Out,5000000.0,67268835.0,148806510.0,143806510.0,28.761302,2016,lights out,lights out,2016.0,Documentary,Documentary
56,2015-09-11,The Visit,5000000.0,65206105.0,98677816.0,93677816.0,18.7355632,2015,the visit,the visit,2015.0,"Horror,Mystery,Thriller",Horror
58,2017-10-13,Happy Death Day,5000000.0,55683845.0,125010260.0,120010260.0,24.002052,2017,happy death day,happy death day,2017.0,"Horror,Mystery,Thriller",Horror
59,2012-10-19,Paranormal Activity 4,5000000.0,53900335.0,142817992.0,137817992.0,27.5635984,2012,paranormal activity 4,paranormal activity 4,2012.0,"Horror,Mystery,Thriller",Horror
60,2014-10-24,Ouija,5000000.0,50856010.0,103300632.0,98300632.0,19.6601264,2014,ouija,ouija,2014.0,"Horror,Mystery,Thriller",Horror
63,2015-08-07,The Gift,5000000.0,43787265.0,58978477.0,53978477.0,10.7956954,2015,the gift,the gift,2015.0,"Drama,Mystery,Thriller",Drama
64,2017-06-23,The Big Sick,5000000.0,42872467.0,53972860.0,48972860.0,9.794572,2017,the big sick,the big sick,2017.0,"Comedy,Drama,Romance",Comedy
66,2019-05-31,MA,5000000.0,36049540.0,44300625.0,39300625.0,7.860125,2019,ma,ma,2019.0,"Horror,Thriller",Horror
70,2014-01-03,Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0,85904854.0,17.1809708,2014,paranormal activity the marked ones,paranormal activity the marked ones,2014.0,"Horror,Mystery,Thriller",Horror
73,2013-11-01,Dallas Buyers Club,5000000.0,27298285.0,60611845.0,55611845.0,11.122369,2013,dallas buyers club,dallas buyers club,2013.0,"Biography,Drama",Biography
74,2015-08-26,No Escape,5000000.0,27288872.0,42844516.0,37844516.0,7.5689032,2015,no escape,no escape,2015.0,"Action,Thriller",Action
76,2015-02-27,The Lazarus Effect,5000000.0,25801570.0,38359310.0,33359310.0,6.671862,2015,the lazarus effect,the lazarus effect,2015.0,"Horror,Mystery,Sci-Fi",Horror
78,2011-08-26,Our Idiot Brother,5000000.0,24814830.0,25861249.0,20861249.0,4.1722498,2011,our idiot brother,our idiot brother,2011.0,"Comedy,Drama",Comedy
79,2018-03-09,The Strangers: Prey at Night,5000000.0,24431472.0,29960051.0,24960051.0,4.9920102,2018,the strangers prey at night,the strangers prey at night,2018.0,Horror,Horror
83,2013-07-05,The Way Way Back,5000000.0,21502690.0,26853810.0,21853810.0,4.370762,2013,the way way back,the way way back,2013.0,"Comedy,Drama",Comedy
84,2014-08-29,"As Above, So Below",5000000.0,21222315.0,41824066.0,36824066.0,7.3648132,2014,"as above, so below","as above, so below",2014.0,"Adventure,Horror,Mystery",Adventure
90,2016-02-19,Race,5000000.0,19115191.0,23745772.0,18745772.0,3.7491544,2016,race,race,2016.0,"Biography,Drama,Sport",Biography
94,2011-09-02,Apollo 18,5000000.0,17686929.0,26517819.0,21517819.0,4.3035638,2011,apollo 18,apollo 18,2011.0,"Horror,Mystery,Sci-Fi",Horror
95,2018-03-23,"Paul, Apostle of Christ",5000000.0,17547999.0,25529498.0,20529498.0,4.1058996,2018,"paul, apostle of christ","paul, apostle of christ",2018.0,"Adventure,Biography,Drama",Adventure
96,2014-10-10,Addicted,5000000.0,17390770.0,17499242.0,12499242.0,2.4998484,2014,addicted,addicted,2014.0,"Drama,Thriller",Drama
96,2014-10-10,Addicted,5000000.0,17390770.0,17499242.0,12499242.0,2.4998484,2014,addicted,addicted,2014.0,"Documentary,Music",Documentary
4,2017-06-09,It Comes at Night,5000000.0,13985117.0,19720203.0,14720203.0,2.9440406,2017,it comes at night,it comes at night,2017.0,"Horror,Mystery",Horror
12,2017-03-03,Before I Fall,5000000.0,12241072.0,18945682.0,13945682.0,2.7891364,2017,before i fall,before i fall,2017.0,"Drama,Fantasy,Mystery",Drama
15,2016-01-29,Fifty Shades of Black,5000000.0,11686940.0,22113075.0,17113075.0,3.422615,2016,fifty shades of black,fifty shades of black,2016.0,Comedy,Comedy
22,2016-03-11,The Perfect Match,5000000.0,9669521.0,10182050.0,5182050.0,1.03641,2016,the perfect match,the perfect match,2016.0,"Comedy,Romance",Comedy
29,2018-09-21,Fahrenheit 11/9,5000000.0,6352306.0,6653715.0,1653715.0,0.330743,2018,fahrenheit 11/9,fahrenheit 11/9,2018.0,Documentary,Documentary
31,2010-05-28,Sea Rex 3D: Journey to a Prehistoric World,5000000.0,6096582.0,16515203.0,11515203.0,2.3030406,2010,sea rex 3d journey to a prehistoric world,sea rex 3d journey to a prehistoric world,2010.0,Documentary,Documentary
38,2015-09-11,90 Minutes in Heaven,5000000.0,4816142.0,4816142.0,-183858.0,-0.0367716,2015,90 minutes in heaven,90 minutes in heaven,2015.0,Drama,Drama
39,2016-12-02,Incarnate,5000000.0,4799774.0,9371036.0,4371036.0,0.8742072,2016,incarnate,incarnate,2016.0,"Horror,Thriller",Horror
45,2017-03-03,Table 19,5000000.0,3614896.0,4620399.0,-379601.0,-0.0759202,2017,table 19,table 19,2017.0,"Comedy,Drama,Romance",Comedy
49,2016-03-04,The Other Side of the Door,5000000.0,3000342.0,12905107.0,7905107.0,1.5810214,2016,the other side of the door,the other side of the door,2016.0,Horror,Horror
51,2014-10-10,Kill the Messenger,5000000.0,2450846.0,6656705.0,1656705.0,0.331341,2014,kill the messenger,kill the messenger,2014.0,"Biography,Crime,Drama",Biography
52,2010-12-17,Rabbit Hole,5000000.0,2229058.0,6205034.0,1205034.0,0.2410068,2010,rabbit hole,rabbit hole,2010.0,Drama,Drama
53,2015-10-23,Jem and the Holograms,5000000.0,2184640.0,2368937.0,-2631063.0,-0.5262126,2015,jem and the holograms,jem and the holograms,2015.0,"Adventure,Drama,Family",Adventure
54,2016-12-28,Paterson,5000000.0,2141423.0,10727536.0,5727536.0,1.1455072,2016,paterson,paterson,2016.0,"Comedy,Drama,Romance",Comedy
60,2014-09-12,Atlas Shrugged: Who Is John Galt?,5000000.0,851690.0,851690.0,-4148310.0,-0.829662,2014,atlas shrugged who is john galt?,atlas shrugged who is john galt?,2014.0,"Drama,Mystery,Sci-Fi",Drama
64,2013-08-16,Ain't Them Bodies Saints,5000000.0,391611.0,1075009.0,-3924991.0,-0.7849982,2013,ain't them bodies saints,ain't them bodies saints,2013.0,"Crime,Drama,Romance",Crime
71,2015-08-07,Cop Car,5000000.0,134552.0,143658.0,-4856342.0,-0.9712684,2015,cop car,cop car,2015.0,"Crime,Thriller",Crime
78,2014-10-17,Rudderless,5000000.0,56001.0,567219.0,-4432781.0,-0.8865562,2014,rudderless,rudderless,2014.0,"Comedy,Drama,Music",Comedy
81,2015-05-15,Area 51,5000000.0,7556.0,7556.0,-4992444.0,-0.9984888,2015,area 51,area 51,2015.0,"Horror,Sci-Fi,Thriller",Horror
85,2014-12-05,Dying of the Light,5000000.0,0.0,74639.0,-4925361.0,-0.9850722,2014,dying of the light,dying of the light,2014.0,"Drama,Thriller",Drama
86,2016-09-02,Yoga Hosers,5000000.0,0.0,22958.0,-4977042.0,-0.9954084,2016,yoga hosers,yoga hosers,2016.0,"Action,Comedy,Fantasy",Action
90,2014-11-21,Reach Me,5000000.0,0.0,0.0,-5000000.0,-1.0,2014,reach me,reach me,2014.0,"Comedy,Crime,Drama",Comedy
91,2014-08-18,Henry & Me,5000000.0,0.0,0.0,-5000000.0,-1.0,2014,henry & me,henry & me,2014.0,"Animation,Family",Animation
96,2012-12-31,Should've Been Romeo,5000000.0,0.0,0.0,-5000000.0,-1.0,2012,should've been romeo,should've been romeo,2012.0,"Comedy,Drama",Comedy
100,2015-10-27,Running Forever,5000000.0,0.0,0.0,-5000000.0,-1.0,2015,running forever,running forever,2015.0,Family,Family
1,2015-01-23,Mommy,4900000.0,3498695.0,17536004.0,12636004.0,2.5787763265306123,2015,mommy,mommy,2015.0,Drama,Drama
8,2013-07-19,Only God Forgives,4800000.0,775849.0,4494560.0,-305440.0,-0.06363333333333333,2013,only god forgives,only god forgives,2013.0,"Crime,Drama",Crime
9,2011-09-30,Take Shelter,4750000.0,1728953.0,4972016.0,222016.0,0.04674021052631579,2011,take shelter,take shelter,2011.0,"Drama,Horror,Thriller",Drama
14,2011-12-31,Without Men,4700000.0,0.0,0.0,-4700000.0,-1.0,2011,without men,without men,2011.0,Comedy,Comedy
18,2012-09-14,Barfi,4600000.0,2804874.0,36751984.0,32151984.0,6.989561739130435,2012,barfi,barfi,2012.0,"Comedy,Drama,Romance",Comedy
46,2011-10-07,Blackthorn,4500000.0,200558.0,1217307.0,-3282693.0,-0.7294873333333334,2011,blackthorn,blackthorn,2011.0,"Action,Adventure,Western",Action
47,2015-05-08,Maggie,4500000.0,187112.0,1027760.0,-3472240.0,-0.7716088888888889,2015,maggie,maggie,2015.0,"Drama,Horror",Drama
54,2014-09-04,Falcon Rising,4500000.0,11774.0,11774.0,-4488226.0,-0.9973835555555556,2014,falcon rising,falcon rising,2014.0,"Action,Adventure",Action
55,2013-06-25,Hansel & Gretel Get Baked,4500000.0,0.0,0.0,-4500000.0,-1.0,2013,hansel & gretel get baked,hansel & gretel get baked,2013.0,"Comedy,Horror",Comedy
56,2014-11-07,Fugly,4500000.0,0.0,0.0,-4500000.0,-1.0,2014,fugly,fugly,2014.0,Comedy,Comedy
56,2014-11-07,Fugly,4500000.0,0.0,0.0,-4500000.0,-1.0,2014,fugly,fugly,2014.0,"Drama,Thriller",Drama
57,2015-08-28,Zipper,4500000.0,0.0,0.0,-4500000.0,-1.0,2015,zipper,zipper,2015.0,"Drama,Thriller",Drama
58,2015-11-03,The Final Girls,4500000.0,0.0,0.0,-4500000.0,-1.0,2015,the final girls,the final girls,2015.0,"Comedy,Drama,Fantasy",Comedy
59,2017-12-01,Daisy Winters,4500000.0,0.0,0.0,-4500000.0,-1.0,2017,daisy winters,daisy winters,2017.0,Drama,Drama
71,2010-08-13,Animal Kingdom,4200000.0,1044039.0,8078683.0,3878683.0,0.9234959523809524,2010,animal kingdom,animal kingdom,2010.0,"Crime,Drama",Crime
73,2011-10-21,Cargo,4200000.0,0.0,313230.0,-3886770.0,-0.9254214285714286,2011,cargo,cargo,2011.0,Drama,Drama
81,2015-01-23,The Boy Next Door,4000000.0,36006065.0,53401938.0,49401938.0,12.3504845,2015,the boy next door,the boy next door,2015.0,"Horror,Thriller",Horror
85,2014-07-11,Boyhood,4000000.0,25379975.0,57273049.0,53273049.0,13.31826225,2014,boyhood,boyhood,2014.0,Drama,Drama
87,2010-07-09,The Kids Are All Right,4000000.0,20811365.0,36275469.0,32275469.0,8.06886725,2010,the kids are all right,the kids are all right,2010.0,"Comedy,Drama,Romance",Comedy
89,2014-04-18,A Haunted House 2,4000000.0,17329487.0,21206861.0,17206861.0,4.30171525,2014,a haunted house 2,a haunted house 2,2014.0,"Comedy,Fantasy",Comedy
90,2013-03-01,The Last Exorcism Part II,4000000.0,15179303.0,25448707.0,21448707.0,5.36217675,2013,the last exorcism part ii,the last exorcism part ii,2013.0,"Drama,Horror,Thriller",Drama
98,2016-05-13,The Darkness,4000000.0,10753574.0,10898293.0,6898293.0,1.72457325,2016,the darkness,the darkness,2016.0,"Horror,Thriller",Horror
98,2016-05-13,The Darkness,4000000.0,10753574.0,10898293.0,6898293.0,1.72457325,2016,the darkness,the darkness,2016.0,Thriller,Thriller
20,2011-06-17,The Art of Getting By,4000000.0,1430241.0,1989035.0,-2010965.0,-0.50274125,2011,the art of getting by,the art of getting by,2011.0,"Drama,Romance",Drama
22,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,-2016404.0,-0.504101,2011,red state,red state,2011.0,"Action,Crime,Horror",Action
25,2012-10-17,Holy Motors,4000000.0,641054.0,4230426.0,230426.0,0.0576065,2012,holy motors,holy motors,2012.0,"Drama,Fantasy",Drama
26,2014-06-13,The Signal,4000000.0,600896.0,2665322.0,-1334678.0,-0.3336695,2014,the signal,the signal,2014.0,"Drama,Mystery,Sci-Fi",Drama
30,2014-04-11,Joe,4000000.0,373375.0,373375.0,-3626625.0,-0.90665625,2014,joe,joe,2014.0,Documentary,Documentary
30,2014-04-11,Joe,4000000.0,373375.0,373375.0,-3626625.0,-0.90665625,2014,joe,joe,2014.0,"Biography,Documentary",Biography
35,2019-06-07,Late Night,4000000.0,246305.0,246305.0,-3753695.0,-0.93842375,2019,late night,late night,2019.0,"Comedy,Drama",Comedy
51,2014-04-18,13 Sins,4000000.0,9134.0,47552.0,-3952448.0,-0.988112,2014,13 sins,13 sins,2014.0,"Horror,Thriller",Horror
52,2011-11-18,Another Happy Day,4000000.0,9120.0,978527.0,-3021473.0,-0.75536825,2011,another happy day,another happy day,2011.0,"Comedy,Drama",Comedy
65,2014-07-11,The Perfect Wave,4000000.0,0.0,0.0,-4000000.0,-1.0,2014,the perfect wave,the perfect wave,2014.0,"Adventure,Biography,Drama",Adventure
67,2015-09-08,Chain of Command,4000000.0,0.0,0.0,-4000000.0,-1.0,2015,chain of command,chain of command,2015.0,"Action,Thriller",Action
79,2010-11-05,Four Lions,3750000.0,310007.0,2436111.0,-1313889.0,-0.3503704,2010,four lions,four lions,2010.0,"Comedy,Crime,Drama",Comedy
91,2018-04-13,Truth or Dare,3500000.0,41411015.0,95127344.0,91627344.0,26.179241142857144,2018,truth or dare,truth or dare,2018.0,"Horror,Thriller",Horror
91,2018-04-13,Truth or Dare,3500000.0,41411015.0,95127344.0,91627344.0,26.179241142857144,2018,truth or dare,truth or dare,2018.0,"Comedy,Drama,Romance",Comedy
95,2018-02-02,Winchester,3500000.0,25091816.0,44378040.0,40878040.0,11.67944,2018,winchester,winchester,2018.0,"Biography,Drama,Fantasy",Biography
97,2013-02-22,Dark Skies,3500000.0,17418667.0,27704111.0,24204111.0,6.9154602857142855,2013,dark skies,dark skies,2013.0,"Horror,Sci-Fi,Thriller",Horror
98,2018-01-19,Forever My Girl,3500000.0,16376066.0,16376066.0,12876066.0,3.678876,2018,forever my girl,forever my girl,2018.0,"Drama,Music,Romance",Drama
13,2016-12-02,Believe,3500000.0,890303.0,890303.0,-2609697.0,-0.7456277142857143,2016,believe,believe,2016.0,Drama,Drama
15,2016-09-30,American Honey,3500000.0,663247.0,2611750.0,-888250.0,-0.2537857142857143,2016,american honey,american honey,2016.0,"Adventure,Drama,Romance",Adventure
19,2016-01-08,The Masked Saint,3500000.0,182695.0,182695.0,-3317305.0,-0.9478014285714286,2016,the masked saint,the masked saint,2016.0,"Action,Biography,Crime",Action
25,2011-12-31,The Kick,3500000.0,0.0,40622.0,-3459378.0,-0.9883937142857143,2011,the kick,the kick,2011.0,"Action,Sport",Action
37,2011-10-21,Margin Call,3400000.0,5353586.0,20433227.0,17033227.0,5.009772647058823,2011,margin call,margin call,2011.0,"Drama,Thriller",Drama
43,2014-10-10,Whiplash,3300000.0,13092006.0,38969037.0,35669037.0,10.80879909090909,2014,whiplash,whiplash,2014.0,"Drama,Music",Drama
54,2018-07-06,Sorry to Bother You,3200000.0,17493096.0,18285560.0,15085560.0,4.7142375,2018,sorry to bother you,sorry to bother you,2018.0,"Comedy,Fantasy,Sci-Fi",Comedy
65,2010-10-20,Paranormal Activity 2,3000000.0,84752907.0,177512032.0,174512032.0,58.17067733333333,2010,paranormal activity 2,paranormal activity 2,2010.0,Horror,Horror
66,2015-08-28,War Room,3000000.0,67790117.0,73975239.0,70975239.0,23.658413,2015,war room,war room,2015.0,Drama,Drama
67,2013-06-07,The Purge,3000000.0,64473115.0,91266581.0,88266581.0,29.422193666666665,2013,the purge,the purge,2013.0,"Horror,Thriller",Horror
69,2012-10-12,Sinister,3000000.0,48086903.0,87727807.0,84727807.0,28.242602333333334,2012,sinister,sinister,2012.0,"Horror,Mystery,Thriller",Horror
89,2018-06-01,Upgrade,3000000.0,11977130.0,16553285.0,13553285.0,4.517761666666667,2018,upgrade,upgrade,2018.0,"Action,Sci-Fi,Thriller",Action
99,2013-05-24,Before Midnight,3000000.0,8110621.0,23251930.0,20251930.0,6.7506433333333336,2013,before midnight,before midnight,2013.0,"Drama,Romance",Drama
3,2017-10-27,Let There Be Light,3000000.0,7233471.0,7241309.0,4241309.0,1.4137696666666666,2017,let there be light,let there be light,2017.0,Drama,Drama
3,2017-10-27,Let There Be Light,3000000.0,7233471.0,7241309.0,4241309.0,1.4137696666666666,2017,let there be light,let there be light,2017.0,Documentary,Documentary
10,2016-06-24,Swiss Army Man,3000000.0,4210454.0,5837111.0,2837111.0,0.9457036666666667,2016,swiss army man,swiss army man,2016.0,"Adventure,Comedy,Drama",Adventure
15,2010-04-30,Please Give,3000000.0,4033574.0,4570178.0,1570178.0,0.5233926666666666,2010,please give,please give,2010.0,"Comedy,Drama",Comedy
21,2016-04-22,Compadres,3000000.0,3127773.0,7445044.0,4445044.0,1.4816813333333334,2016,compadres,compadres,2016.0,"Action,Comedy,Crime",Action
25,2010-04-09,Letters to God,3000000.0,2848587.0,3237452.0,237452.0,0.07915066666666666,2010,letters to god,letters to god,2010.0,"Drama,Family",Drama
28,2014-09-19,Tusk,3000000.0,1821983.0,1887554.0,-1112446.0,-0.37081533333333333,2014,tusk,tusk,2014.0,"Comedy,Drama,Horror",Comedy
29,2017-05-12,The Wall,3000000.0,1803064.0,4495262.0,1495262.0,0.4984206666666667,2017,the wall,the wall,2017.0,"Action,Drama,Thriller",Action
29,2017-05-12,The Wall,3000000.0,1803064.0,4495262.0,1495262.0,0.4984206666666667,2017,the wall,the wall,2017.0,Documentary,Documentary
29,2017-05-12,The Wall,3000000.0,1803064.0,4495262.0,1495262.0,0.4984206666666667,2017,the wall,the wall,2017.0,Documentary,Documentary
33,2011-05-06,Hobo with a Shotgun,3000000.0,703372.0,834953.0,-2165047.0,-0.7216823333333333,2011,hobo with a shotgun,hobo with a shotgun,2011.0,"Action,Comedy,Horror",Action
34,2015-05-08,The D Train,3000000.0,669688.0,772366.0,-2227634.0,-0.7425446666666666,2015,the d train,the d train,2015.0,"Comedy,Drama",Comedy
35,2012-09-07,Bachelorette,3000000.0,446770.0,12577401.0,9577401.0,3.192467,2012,bachelorette,bachelorette,2012.0,"Comedy,Romance",Comedy
38,2011-09-09,Creature,3000000.0,331000.0,331000.0,-2669000.0,-0.8896666666666667,2011,creature,creature,2011.0,Horror,Horror
39,2016-12-09,The Bounce Back,3000000.0,321910.0,421404.0,-2578596.0,-0.859532,2016,the bounce back,the bounce back,2016.0,"Comedy,Romance",Comedy
44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000.0,201436.0,223652.0,-2776348.0,-0.9254493333333333,2012,tim and eric's billion dollar movie,tim and eric's billion dollar movie,2012.0,Comedy,Comedy
58,2014-06-27,They Came Together,3000000.0,0.0,82780.0,-2917220.0,-0.9724066666666666,2014,they came together,they came together,2014.0,"Comedy,Romance",Comedy
59,2013-05-21,Open Road,3000000.0,0.0,47469.0,-2952531.0,-0.984177,2013,open road,open road,2013.0,"Action,Drama,Thriller",Action
61,2010-10-01,Barry Munday,3000000.0,0.0,0.0,-3000000.0,-1.0,2010,barry munday,barry munday,2010.0,"Comedy,Drama,Romance",Comedy
65,2015-12-31,AWOL-72,3000000.0,0.0,0.0,-3000000.0,-1.0,2015,awol-72,awol-72,2015.0,"Action,Thriller",Action
66,2013-01-15,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3000000.0,0.0,0.0,-3000000.0,-1.0,2013,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,2013.0,Comedy,Comedy
73,2015-12-31,Unnatural,3000000.0,0.0,0.0,-3000000.0,-1.0,2015,unnatural,unnatural,2015.0,"Action,Horror,Sci-Fi",Action
74,2015-12-11,Close Range,3000000.0,0.0,0.0,-3000000.0,-1.0,2015,close range,close range,2015.0,"Action,Crime",Action
80,2010-10-01,Freakonomics,2900000.0,101270.0,172867.0,-2727133.0,-0.9403906896551724,2010,freakonomics,freakonomics,2010.0,Documentary,Documentary
93,2018-10-26,Indivisible,2700000.0,3511417.0,3588305.0,888305.0,0.3290018518518519,2018,indivisible,indivisible,2018.0,"Drama,War",Drama
95,2015-12-31,Sardaar Ji,2700000.0,0.0,8200000.0,5500000.0,2.037037037037037,2015,sardaar ji,sardaar ji,2015.0,"Comedy,Fantasy,Horror",Comedy
12,2013-01-11,A Haunted House,2500000.0,40041683.0,59922558.0,57422558.0,22.9690232,2013,a haunted house,a haunted house,2013.0,"Comedy,Fantasy",Comedy
14,2013-07-03,Kevin Hart: Let Me Explain,2500000.0,32244051.0,32327255.0,29827255.0,11.930902,2013,kevin hart let me explain,kevin hart let me explain,2013.0,"Comedy,Documentary",Comedy
22,2013-08-02,The Spectacular Now,2500000.0,6852971.0,6916951.0,4416951.0,1.7667804,2013,the spectacular now,the spectacular now,2013.0,"Comedy,Drama,Romance",Comedy
25,2016-06-24,Hunt for the Wilderpeople,2500000.0,5205471.0,23845533.0,21345533.0,8.5382132,2016,hunt for the wilderpeople,hunt for the wilderpeople,2016.0,"Adventure,Comedy,Drama",Adventure
26,2012-08-17,Robot & Frank,2500000.0,3317468.0,4934356.0,2434356.0,0.9737424,2012,robot & frank,robot & frank,2012.0,"Comedy,Crime,Drama",Comedy
31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000.0,549632.0,549632.0,-1950368.0,-0.7801472,2013,the lost medallion the adventures of billy stone,the lost medallion the adventures of billy stone,2013.0,"Adventure,Family,Fantasy",Adventure
38,2010-06-18,8: The Mormon Proposition,2500000.0,100280.0,100280.0,-2399720.0,-0.959888,2010,8 the mormon proposition,8 the mormon proposition,2010.0,Documentary,Documentary
41,2013-08-16,Underdogs,2500000.0,35017.0,1392649.0,-1107351.0,-0.4429404,2013,underdogs,underdogs,2013.0,"Adventure,Animation,Family",Adventure
41,2013-08-16,Underdogs,2500000.0,35017.0,1392649.0,-1107351.0,-0.4429404,2013,underdogs,underdogs,2013.0,"Drama,Family,Sport",Drama
45,2010-12-31,Christmas Mail,2500000.0,0.0,0.0,-2500000.0,-1.0,2010,christmas mail,christmas mail,2010.0,"Comedy,Drama,Family",Comedy
46,2015-07-03,Stung,2500000.0,0.0,0.0,-2500000.0,-1.0,2015,stung,stung,2015.0,"Action,Adventure,Comedy",Action
49,2016-09-02,Antibirth,2500000.0,0.0,0.0,-2500000.0,-1.0,2016,antibirth,antibirth,2016.0,Horror,Horror
51,2014-12-31,Not Safe For Work,2500000.0,0.0,0.0,-2500000.0,-1.0,2014,not safe for work,not safe for work,2014.0,Thriller,Thriller
52,2011-05-13,Go For It!,2450000.0,180237.0,182358.0,-2267642.0,-0.9255681632653061,2011,go for it,go for it,2011.0,"Drama,Musical",Drama
57,2014-11-14,Always Woodstock,2400000.0,0.0,0.0,-2400000.0,-1.0,2014,always woodstock,always woodstock,2014.0,"Comedy,Music,Romance",Comedy
60,2015-03-20,Do You Believe?,2300000.0,12985600.0,14304931.0,12004931.0,5.2195352173913045,2015,do you believe?,do you believe?,2015.0,Drama,Drama
63,2014-09-05,Frontera,2300000.0,59696.0,59696.0,-2240304.0,-0.9740452173913043,2014,frontera,frontera,2014.0,"Drama,Thriller,Western",Drama
