id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title_x,start_year_x,genres,primary_genre,clean_title_y,start_year_y,averagerating,numvotes
2,2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0,635063875.0,1.5466728567949342,2011,pirates of the caribbean on stranger tides,pirates of the caribbean on stranger tides,2011.0,"Action,Adventure,Fantasy",Action,pirates of the caribbean on stranger tides,2011,6.6,447624
3,2019-06-07,Dark Phoenix,350000000.0,42762350.0,149762350.0,-200237650.0,-0.5721075714285714,2019,dark phoenix,dark phoenix,2019.0,"Action,Adventure,Sci-Fi",Action,dark phoenix,2019,6.0,24451
4,2015-05-01,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0,1072413963.0,3.2438413883847548,2015,avengers age of ultron,avengers age of ultron,2015.0,"Action,Adventure,Sci-Fi",Action,avengers age of ultron,2015,7.3,665594
7,2018-04-27,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0,1748134200.0,5.827114,2018,avengers infinity war,avengers infinity war,2018.0,"Action,Adventure,Sci-Fi",Action,avengers infinity war,2018,8.5,670926
9,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,355945209.0,1.18648403,2017,justice league,justice league,2017.0,"Action,Adventure,Fantasy",Action,justice league,2017,6.5,329135
10,2015-11-06,Spectre,300000000.0,200074175.0,879620923.0,579620923.0,1.9320697433333334,2015,spectre,spectre,2015.0,"Action,Adventure,Thriller",Action,spectre,2015,6.8,352504
11,2012-07-20,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0,809439099.0,2.9434149054545453,2012,the dark knight rises,the dark knight rises,2012.0,"Action,Thriller",Action,the dark knight rises,2012,8.4,1387769
12,2018-05-25,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,118151347.0,0.4296412618181818,2018,solo a star wars story,solo a star wars story,2018.0,"Action,Adventure,Fantasy",Action,solo a star wars story,2018,7.0,226243
13,2013-07-02,The Lone Ranger,275000000.0,89302115.0,260002115.0,-14997885.0,-0.05453776363636364,2013,the lone ranger,the lone ranger,2013.0,"Action,Adventure,Western",Action,the lone ranger,2013,6.4,208827
14,2012-03-09,John Carter,275000000.0,73058679.0,282778100.0,7778100.0,0.028284,2012,john carter,john carter,2012.0,"Action,Adventure,Sci-Fi",Action,john carter,2012,6.6,241792
15,2010-11-24,Tangled,260000000.0,200821936.0,586477240.0,326477240.0,1.2556816923076923,2010,tangled,tangled,2010.0,"Adventure,Animation,Comedy",Adventure,tangled,2010,7.8,366366
17,2016-05-06,Captain America: Civil War,250000000.0,408084349.0,1140069413.0,890069413.0,3.560277652,2016,captain america civil war,captain america civil war,2016.0,"Action,Adventure,Sci-Fi",Action,captain america civil war,2016,7.8,583507
18,2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0,617500281.0,2.470001124,2016,batman v superman dawn of justice,batman v superman dawn of justice,2016.0,"Action,Adventure,Fantasy",Action,batman v superman dawn of justice,2016,6.5,576909
19,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,767003568.0,3.068014272,2012,the hobbit an unexpected journey,the hobbit an unexpected journey,2012.0,"Adventure,Family,Fantasy",Adventure,the hobbit an unexpected journey,2012,7.9,719629
21,2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0,710366855.0,2.84146742,2013,the hobbit the desolation of smaug,the hobbit the desolation of smaug,2013.0,"Adventure,Fantasy",Adventure,the hobbit the desolation of smaug,2013,7.8,565563
22,2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0,695577621.0,2.782310484,2014,the hobbit the battle of the five armies,the hobbit the battle of the five armies,2014.0,"Adventure,Fantasy",Adventure,the hobbit the battle of the five armies,2014,7.4,438621
23,2017-04-14,The Fate of the Furious,250000000.0,225764765.0,1234846267.0,984846267.0,3.939385068,2017,the fate of the furious,the fate of the furious,2017.0,"Action,Crime,Thriller",Action,the fate of the furious,2017,6.7,179774
25,2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0,558241137.0,2.4271353782608696,2017,pirates of the caribbean dead men tell no tales,pirates of the caribbean dead men tell no tales,2017.0,"Action,Adventure,Fantasy",Action,pirates of the caribbean dead men tell no tales,2017,6.6,228592
27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,1292935897.0,5.746381764444444,2012,the avengers,the avengers,2012.0,"Action,Adventure,Sci-Fi",Action,the avengers,2012,8.1,1183655
29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,442999518.0,1.9688867466666666,2013,man of steel,man of steel,2013.0,"Action,Adventure,Sci-Fi",Action,man of steel,2013,7.1,647288
31,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,537890267.0,2.444955759090909,2012,the amazing spider-man,the amazing spider-man,2012.0,"Action,Adventure,Sci-Fi",Action,the amazing spider-man,2012,7.0,525632
32,2012-05-18,Battleship,220000000.0,65233400.0,313477717.0,93477717.0,0.4248987136363636,2012,battleship,battleship,2012.0,"Action,Adventure,Sci-Fi",Action,battleship,2012,5.8,225342
33,2017-06-21,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0,385893340.0,1.7783103225806451,2017,transformers the last knight,transformers the last knight,2017.0,"Action,Adventure,Sci-Fi",Action,transformers the last knight,2017,5.2,119007
34,2015-06-12,Jurassic World,215000000.0,652270625.0,1648854864.0,1433854864.0,6.669092390697674,2015,jurassic world,jurassic world,2015.0,"Action,Adventure,Sci-Fi",Action,jurassic world,2015,7.0,539338
35,2012-05-25,Men in Black 3,215000000.0,179020854.0,654213485.0,439213485.0,2.042853418604651,2012,men in black 3,men in black 3,2012.0,"Action,Adventure,Comedy",Action,men in black 3,2012,6.8,309879
37,2014-06-27,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0,894039076.0,4.2573289333333335,2014,transformers age of extinction,transformers age of extinction,2014.0,"Action,Adventure,Sci-Fi",Action,transformers age of extinction,2014,5.7,283486
39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,0.5355190761904762,2010,robin hood,robin hood,2010.0,"Action,Adventure,Drama",Action,robin hood,2010,6.6,239480
42,2018-02-16,Black Panther,200000000.0,700059566.0,1348258224.0,1148258224.0,5.74129112,2018,black panther,black panther,2018.0,"Action,Adventure,Sci-Fi",Action,black panther,2018,7.3,516148
44,2018-06-15,Incredibles 2,200000000.0,608581744.0,1242520711.0,1042520711.0,5.212603555,2018,incredibles 2,incredibles 2,2018.0,"Action,Adventure,Animation",Action,incredibles 2,2018,7.7,203510
45,2016-12-16,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0,849102856.0,4.24551428,2016,rogue one a star wars story,rogue one a star wars story,2016.0,"Action,Adventure,Sci-Fi",Action,rogue one a star wars story,2016,7.8,478592
46,2016-06-17,Finding Dory,200000000.0,486295561.0,1021215193.0,821215193.0,4.106075965,2016,finding dory,finding dory,2016.0,"Adventure,Animation,Comedy",Adventure,finding dory,2016,7.3,213542
47,2010-06-18,Toy Story 3,200000000.0,415004880.0,1068879522.0,868879522.0,4.34439761,2010,toy story 3,toy story 3,2010.0,"Adventure,Animation,Comedy",Adventure,toy story 3,2010,8.3,682218
48,2013-05-03,Iron Man 3,200000000.0,408992272.0,1215392272.0,1015392272.0,5.07696136,2013,iron man 3,iron man 3,2013.0,"Action,Adventure,Sci-Fi",Action,iron man 3,2013,7.2,692794
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,825491110.0,4.12745555,2010,alice in wonderland,alice in wonderland,2010.0,"Adventure,Family,Fantasy",Adventure,alice in wonderland,2010,6.5,358813
51,2010-03-05,Alice in Wonderland,200000000.0,334191110.0,1025491110.0,825491110.0,4.12745555,2010,alice in wonderland,alice in wonderland,2010.0,"Fantasy,Musical",Fantasy,alice in wonderland,2010,6.5,358813
52,2012-11-08,Skyfall,200000000.0,304360277.0,1110526981.0,910526981.0,4.552634905,2012,skyfall,skyfall,2012.0,"Action,Adventure,Thriller",Action,skyfall,2012,7.8,592221
53,2013-06-21,Monsters University,200000000.0,268488329.0,743588329.0,543588329.0,2.717941645,2013,monsters university,monsters university,2013.0,"Adventure,Animation,Comedy",Adventure,monsters university,2013,7.3,291887
54,2013-03-08,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0,290359051.0,1.451795255,2013,oz the great and powerful,oz the great and powerful,2013.0,"Adventure,Family,Fantasy",Adventure,oz the great and powerful,2013,6.3,192045
55,2014-05-23,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0,547862775.0,2.739313875,2014,x-men days of future past,x-men days of future past,2014.0,"Action,Adventure,Sci-Fi",Action,x-men days of future past,2014,8.0,620079
56,2014-05-02,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0,508996336.0,2.54498168,2014,the amazing spider-man 2,the amazing spider-man 2,2014.0,"Action,Adventure,Sci-Fi",Action,the amazing spider-man 2,2014,6.6,388363
57,2011-06-24,Cars 2,200000000.0,191450875.0,560155383.0,360155383.0,1.800776915,2011,cars 2,cars 2,2011.0,"Adventure,Animation,Comedy",Adventure,cars 2,2011,6.2,138914
58,2010-12-17,Tron: Legacy,200000000.0,172062763.0,400062763.0,200062763.0,1.000313815,2010,tron legacy,tron legacy,2010.0,"Action,Adventure,Fantasy",Action,tron legacy,2010,6.8,296211
60,2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0,452220086.0,2.26110043,2018,fantastic beasts the crimes of grindelwald,fantastic beasts the crimes of grindelwald,2018.0,"Adventure,Family,Fantasy",Adventure,fantastic beasts the crimes of grindelwald,2018,6.6,163151
62,2011-06-17,Green Lantern,200000000.0,116601172.0,219535492.0,19535492.0,0.09767746,2011,green lantern,green lantern,2011.0,"Action,Adventure,Sci-Fi",Action,green lantern,2011,5.5,252281
64,2011-06-29,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0,928790543.0,4.763028425641026,2011,transformers dark of the moon,transformers dark of the moon,2011.0,"Action,Adventure,Sci-Fi",Action,transformers dark of the moon,2011,6.2,366409
65,2017-06-09,The Mummy,195000000.0,80101125.0,409953905.0,214953905.0,1.1023277179487179,2017,the mummy,the mummy,2017.0,"Action,Adventure,Fantasy",Action,the mummy,2017,5.5,154345
66,2013-03-01,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0,2687603.0,0.013782579487179487,2013,jack the giant slayer,jack the giant slayer,2013.0,"Adventure,Fantasy",Adventure,jack the giant slayer,2013,6.3,123127
67,2015-04-03,Furious 7,190000000.0,353007020.0,1518722794.0,1328722794.0,6.9932778631578945,2015,furious 7,furious 7,2015.0,"Action,Crime,Thriller",Action,furious 7,2015,7.2,335074
68,2013-05-16,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0,277381584.0,1.4599030736842105,2013,star trek into darkness,star trek into darkness,2013.0,"Action,Adventure,Sci-Fi",Action,star trek into darkness,2013,7.7,445535
69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,341514650.0,1.7974455263157896,2013,world war z,world war z,2013.0,"Action,Adventure,Horror",Action,world war z,2013,7.0,553751
70,2013-05-10,The Great Gatsby,190000000.0,144840419.0,351040419.0,161040419.0,0.847581152631579,2013,the great gatsby,the great gatsby,2013.0,"Drama,Romance",Drama,the great gatsby,2013,7.3,433165
72,2013-07-12,Pacific Rim,190000000.0,101802906.0,411002906.0,221002906.0,1.1631731894736843,2013,pacific rim,pacific rim,2013.0,"Action,Adventure,Sci-Fi",Action,pacific rim,2013,6.9,443667
73,2015-11-25,The Good Dinosaur,187500000.0,123087120.0,333771037.0,146271037.0,0.7801121973333334,2015,the good dinosaur,the good dinosaur,2015.0,"Adventure,Animation,Comedy",Adventure,the good dinosaur,2015,6.7,91465
77,2012-06-22,Brave,185000000.0,237282182.0,554606532.0,369606532.0,1.997873145945946,2012,brave,brave,2012.0,"Adventure,Animation,Comedy",Adventure,brave,2012,7.1,338728
78,2017-03-10,Kong: Skull Island,185000000.0,168052812.0,561072059.0,376072059.0,2.0328219405405403,2017,kong skull island,kong skull island,2017.0,"Action,Adventure,Fantasy",Action,kong skull island,2017,6.6,237720
79,2016-07-22,Star Trek Beyond,185000000.0,158848340.0,335802233.0,150802233.0,0.8151472054054054,2016,star trek beyond,star trek beyond,2016.0,"Action,Adventure,Sci-Fi",Action,star trek beyond,2016,7.1,209844
80,2017-10-06,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408.0,0.40193193513513514,2017,blade runner 2049,blade runner 2049,2017.0,"Drama,Mystery,Sci-Fi",Drama,blade runner 2049,2017,8.0,376241
81,2019-05-24,Aladdin,182000000.0,246734314.0,619234314.0,437234314.0,2.4023863406593406,2019,aladdin,aladdin,2019.0,"Adventure,Comedy,Family",Adventure,aladdin,2019,7.4,57549
82,2017-11-03,Thor: Ragnarok,180000000.0,315058289.0,846980024.0,666980024.0,3.7054445777777776,2017,thor ragnarok,thor ragnarok,2017.0,"Action,Adventure,Comedy",Action,thor ragnarok,2017,7.9,482995
84,2014-05-30,Maleficent,180000000.0,241407328.0,758536735.0,578536735.0,3.2140929722222222,2014,maleficent,maleficent,2014.0,"Action,Adventure,Family",Action,maleficent,2014,7.0,305832
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,622402853.0,3.457793627777778,2016,fantastic beasts and where to find them,fantastic beasts and where to find them,2016.0,"Adventure,Family,Fantasy",Adventure,fantastic beasts and where to find them,2016,7.3,365353
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,168902025.0,0.9383445833333334,2016,the legend of tarzan,the legend of tarzan,2016.0,"Action,Adventure,Drama",Action,the legend of tarzan,2016,6.3,150154
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,47784.0,0.00026546666666666665,2011,hugo,hugo,2011.0,"Adventure,Drama,Family",Adventure,hugo,2011,7.5,284869
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,35098356.0,0.19499086666666668,2017,valerian and the city of a thousand planets,valerian and the city of a thousand planets,2017.0,"Action,Adventure,Fantasy",Action,valerian and the city of a thousand planets,2017,6.5,139792
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,2982519.0,0.016662117318435754,2015,jupiter ascending,jupiter ascending,2015.0,"Action,Adventure,Sci-Fi",Action,jupiter ascending,2015,5.3,166327
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,364537546.0,2.047963741573034,2016,x-men apocalypse,x-men apocalypse,2016.0,"Action,Adventure,Sci-Fi",Action,x-men apocalypse,2016,7.0,356556
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,351530715.0,1.9748916573033708,2018,the meg,the meg,2018.0,"Action,Horror,Sci-Fi",Action,the meg,2018,5.7,114042
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,192541256.0,1.0816924494382023,2014,edge of tomorrow,edge of tomorrow,2014.0,"Action,Sci-Fi",Action,edge of tomorrow,2014,7.9,546284
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,948061550.0,5.417494571428572,2019,captain marvel,captain marvel,2019.0,"Action,Adventure,Sci-Fi",Action,captain marvel,2019,7.0,296225
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,787854547.0,4.502025982857143,2016,the jungle book,the jungle book,2016.0,"Adventure,Drama,Family",Adventure,the jungle book,2016,7.4,240821
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,679235992.0,3.881348525714286,2015,inside out,inside out,2015.0,"Adventure,Animation,Comedy",Adventure,inside out,2015,8.2,536181
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,705166350.0,4.029522,2017,spider-man homecoming,spider-man homecoming,2017.0,"Action,Adventure,Sci-Fi",Action,spider-man homecoming,2017,7.5,426302
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,571059887.0,3.2631993542857143,2016,suicide squad,suicide squad,2016.0,"Action,Adventure,Fantasy",Action,suicide squad,2016,6.0,533039
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,623008101.0,3.5600462914285713,2017,coco,coco,2017.0,"Adventure,Animation,Comedy",Adventure,coco,2017,8.4,277194
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,623008101.0,3.5600462914285713,2017,coco,coco,2017.0,Horror,Horror,coco,2017,8.4,277194
3,2018-11-21,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0,349283695.0,1.9959068285714285,2018,ralph breaks the internet,ralph breaks the internet,2018.0,"Adventure,Animation,Comedy",Adventure,ralph breaks the internet,2018,7.1,85694
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,208541369.0,1.1916649657142857,2017,cars 3,cars 3,2017.0,"Adventure,Animation,Comedy",Adventure,cars 3,2017,6.8,59408
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,-35369664.0,-0.2021123657142857,2017,king arthur legend of the sword,king arthur legend of the sword,2017.0,"Action,Adventure,Drama",Action,king arthur legend of the sword,2017,6.8,169054
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,-23283185.0,-0.13304677142857144,2013,47 ronin,47 ronin,2013.0,"Action,Adventure,Drama",Action,47 ronin,2013,6.3,135754
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,1135772799.0,6.681016464705882,2018,jurassic world fallen kingdom,jurassic world fallen kingdom,2018.0,"Action,Adventure,Sci-Fi",Action,jurassic world fallen kingdom,2018,6.2,219125
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,600867516.0,3.5345148,2014,guardians of the galaxy,guardians of the galaxy,2014.0,"Action,Adventure,Comedy",Action,guardians of the galaxy,2014,8.1,948394
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,451156389.0,2.653861111764706,2010,iron man 2,iron man 2,2010.0,"Action,Adventure,Sci-Fi",Action,iron man 2,2010,7.0,657690
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,544401889.0,3.2023640529411765,2014,captain america the winter soldier,captain america the winter soldier,2014.0,"Action,Adventure,Sci-Fi",Action,captain america the winter soldier,2014,7.8,666252
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,540644566.0,3.1802621529411765,2014,dawn of the planet of the apes,dawn of the planet of the apes,2014.0,"Action,Adventure,Drama",Action,dawn of the planet of the apes,2014,7.6,390199
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,231021746.0,1.3589514470588235,2012,snow white and the huntsman,snow white and the huntsman,2012.0,"Action,Adventure,Drama",Action,snow white and the huntsman,2012,6.1,258938
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,175004422.0,1.0294377764705882,2019,dumbo,dumbo,2019.0,"Adventure,Family,Fantasy",Adventure,dumbo,2019,6.6,25072
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,36627518.0,0.2154559882352941,2015,tomorrowland,tomorrowland,2015.0,"Action,Adventure,Family",Action,tomorrowland,2015,6.4,161343
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,232976036.0,1.3704472705882353,2019,alita battle angel,alita battle angel,2019.0,"Action,Adventure,Sci-Fi",Action,alita battle angel,2019,7.5,88207
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,129276941.0,0.7604525941176471,2019,godzilla king of the monsters,godzilla king of the monsters,2019.0,"Action,Adventure,Fantasy",Action,godzilla king of the monsters,2019,6.7,36479
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,106928112.0,0.628988894117647,2016,alice through the looking glass,alice through the looking glass,2016.0,"Adventure,Family,Fantasy",Adventure,alice through the looking glass,2016,6.2,79951
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,591244673.0,3.5833010484848486,2010,shrek forever after,shrek forever after,2010.0,"Adventure,Animation,Comedy",Adventure,shrek forever after,2010,6.3,167532
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,511404566.0,3.099421612121212,2016,doctor strange,doctor strange,2016.0,"Action,Adventure,Fantasy",Action,doctor strange,2016,7.5,514510
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828.0,2.952289866666667,2014,big hero 6,big hero 6,2014.0,"Action,Adventure,Animation",Action,big hero 6,2014,7.8,371204
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,329870992.0,1.9992181333333334,2010,how to train your dragon,how to train your dragon,2010.0,"Action,Adventure,Animation",Action,how to train your dragon,2010,8.1,611299
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,331511521.0,2.0091607333333332,2012,wreck-it ralph,wreck-it ralph,2012.0,"Adventure,Animation,Comedy",Adventure,wreck-it ralph,2012,7.7,344496
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,501379375.0,3.038662878787879,2014,interstellar,interstellar,2014.0,"Adventure,Drama,Sci-Fi",Adventure,interstellar,2014,8.6,1299334
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,219169424.0,1.3282995393939394,2016,independence day resurgence,independence day resurgence,2016.0,"Action,Adventure,Sci-Fi",Action,independence day resurgence,2016,5.2,155344
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,1099199706.0,6.8699981625,2017,beauty and the beast,beauty and the beast,2017.0,"Family,Fantasy,Musical",Family,beauty and the beast,2017,7.2,238325
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,986894640.0,6.1680915,2018,aquaman,aquaman,2018.0,"Action,Adventure,Fantasy",Action,aquaman,2018,7.1,263328
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,675524642.0,4.2220290125,2010,inception,inception,2010.0,"Action,Adventure,Sci-Fi",Action,inception,2010,8.8,1841066
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,488986787.0,3.05616741875,2015,the hunger games mockingjay - part 2,the hunger games mockingjay - part 2,2015.0,"Action,Adventure,Sci-Fi",Action,the hunger games mockingjay - part 2,2015,6.6,252384
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,369076069.0,2.30672543125,2014,godzilla,godzilla,2014.0,"Action,Adventure,Sci-Fi",Action,godzilla,2014,6.4,350687
42,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,195408305.0,1.22130190625,2011,x-men first class,x-men first class,2011.0,"Action,Adventure,Sci-Fi",Action,x-men first class,2011,7.7,608930
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,57986320.0,0.3624145,2010,the sorcerer's apprentice,the sorcerer's apprentice,2010.0,"Action,Adventure,Family",Action,the sorcerer's apprentice,2010,6.1,143862
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,265522281.0,1.65951425625,2016,warcraft,warcraft,2016.0,"Action,Adventure,Fantasy",Action,warcraft,2016,6.9,225557
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,-33396176.0,-0.2140780512820513,2016,deepwater horizon,deepwater horizon,2016.0,"Action,Drama,History",Action,deepwater horizon,2016,7.1,133303
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,263186950.0,1.6979803225806451,2010,the chronicles of narnia the voyage of the dawn treader,the chronicles of narnia the voyage of the dawn treader,2010.0,"Adventure,Family,Fantasy",Adventure,the chronicles of narnia the voyage of the dawn treader,2010,6.3,129663
49,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,277150894.0,1.7880702838709677,2015,terminator genisys,terminator genisys,2015.0,"Action,Adventure,Sci-Fi",Action,terminator genisys,2015,6.4,234615
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,135930148.0,0.8769686967741935,2018,pacific rim uprising,pacific rim uprising,2018.0,"Action,Adventure,Sci-Fi",Action,pacific rim uprising,2018,5.6,89462
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,337592267.0,2.2210017565789473,2017,war for the planet of the apes,war for the planet of the apes,2017.0,"Action,Adventure,Drama",Action,war for the planet of the apes,2017,7.5,201943
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,671133378.0,4.47422252,2017,wonder woman,wonder woman,2017.0,"Action,Adventure,Fantasy",Action,wonder woman,2017,7.5,487527
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,1122469910.0,7.483132733333333,2013,frozen,frozen,2013.0,"Adventure,Animation,Comedy",Adventure,frozen,2013,7.5,516998
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,869429616.0,5.79619744,2016,zootopia,zootopia,2016.0,"Adventure,Animation,Comedy",Adventure,zootopia,2016,8.0,383446
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,487517365.0,3.2501157666666667,2016,moana,moana,2016.0,"Adventure,Animation,Comedy",Adventure,moana,2016,7.6,224253
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,494602516.0,3.297350106666667,2013,thor the dark world,thor the dark world,2013.0,"Action,Adventure,Fantasy",Action,thor the dark world,2013,6.9,540996
69,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0,349837368.0,2.33224912,2017,dunkirk,dunkirk,2017.0,"Action,Drama,History",Action,dunkirk,2017,7.9,466580
70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,299326618.0,1.9955107866666666,2011,thor,thor,2011.0,"Action,Adventure,Fantasy",Action,thor,2011,7.0,683264
74,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,514837547.0,3.4322503133333333,2011,kung fu panda 2,kung fu panda 2,2011.0,"Action,Adventure,Animation",Action,kung fu panda 2,2011,7.2,228465
75,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,220098020.0,1.4673201333333334,2015,mad max fury road,mad max fury road,2015.0,"Action,Adventure,Sci-Fi",Action,mad max fury road,2015,8.1,780910
78,2018-03-29,Ready Player One,150000000.0,137690172.0,579290136.0,429290136.0,2.86193424,2018,ready player one,ready player one,2018.0,"Action,Adventure,Sci-Fi",Action,ready player one,2018,7.5,301660
83,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,169713881.0,1.1314258733333333,2010,the last airbender,the last airbender,2010.0,"Action,Adventure,Family",Action,the last airbender,2010,4.1,137734
87,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0,155270083.0,1.0351338866666666,2012,wrath of the titans,wrath of the titans,2012.0,"Action,Adventure,Fantasy",Action,wrath of the titans,2012,5.7,172330
89,2012-05-11,Dark Shadows,150000000.0,79727149.0,238202668.0,88202668.0,0.5880177866666667,2012,dark shadows,dark shadows,2012.0,"Comedy,Fantasy,Horror",Comedy,dark shadows,2012,6.2,229818
90,2013-06-28,White House Down,150000000.0,73103784.0,205440387.0,55440387.0,0.36960258,2013,white house down,white house down,2013.0,"Action,Drama,Thriller",Action,white house down,2013,6.4,191791
91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,-7365642.0,-0.04910428,2010,the wolfman,the wolfman,2010.0,"Drama,Fantasy,Horror",Drama,the wolfman,2010,5.8,97873
93,2015-10-09,Pan,150000000.0,35088320.0,151525973.0,1525973.0,0.010173153333333334,2015,pan,pan,2015.0,"Adventure,Comedy,Family",Adventure,pan,2015,5.8,55867
