net_profit,ROI
168268832.0,3.4513635875
96861183.0,1.6112426126126127
65228399.0,2.6551377988095237
50972756.0,1.0889228127272728
29947658.5,2.8869184125
20325394.0,0.42961323461538464
17159968.0,1.1681378375
16649645.0,0.8698733333333334
8226146.0,0.5246810869565217
4478084.0,0.47479941176470586
